CNPJ_CIA;DENOM_SOCIAL;SIT
09.886.995/0001-04;INDS ALIMENTICIAS MAGUARY SA;CANCELADA
62.291.380/0001-18;INDS ARTEB SA;CANCELADA
86.046.562/0001-91;INDS ARTEFAMA SA;CANCELADA
61.142.063/0001-77;INDS C FABRINI SA;CANCELADA
56.993.645/0001-27;INDS CHOCOLATE LACTA S/A;CANCELADA
10.728.806/0001-54;INDS COELHO SA;CANCELADA
31.901.382/0001-58;INDS DE BEBS JOAQUIM T A F SA;CANCELADA
08.397.697/0001-98;INDS JOSSAN SA;CANCELADA
06.061.105/0001-37;INDS KARINA SA;CANCELADA
60.873.874/0001-85;INDS MADEIRIT SA;CANCELADA
10.775.468/0001-01;INDS MINERVA SA;CANCELADA
43.995.323/0001-75;INDS MONSANTO SA;CANCELADA
00.322.818/0001-20;INDS NUCLEARES DO BRASIL SA;CANCELADA
06.283.477/0001-08;INDS QUIMICAS NORTE SA;CANCELADA
10.810.653/0001-90;INDS ROMI DO NORDESTE SA;CANCELADA
84.685.106/0001-66;INDS SCHNEIDER SA;CANCELADA
71.444.681/0001-25;INDS TEXTEIS BARBERO SA;CANCELADA
28.500.320/0001-20;INDÚSTRIA VEROLME S.A. - IVESA;CANCELADA
88.301.163/0001-55;INDUSTRIAS MICHELETTO S/A;CANCELADA
02.225.714/0001-23;INEPAR ENERGIA SA;CANCELADA
02.258.422/0001-97;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;ATIVO
76.627.504/0001-06;INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL;ATIVO
07.704.069/0001-45;INFINITY BIO-ENERGY BRASIL PARTICIPAÇÕES S/A;CANCELADA
01.596.910/0001-41;INFOVIAS PNSC SA;CANCELADA
38.456.921/0001-36;INFRACOMMERCE CXAAS S.A.;ATIVO
10.488.244/0001-19;INFRASEC SECURITIZADORA S/A;ATIVO
02.604.860/0001-60;INNCORP S.A.;CANCELADA
35.822.503/0001-27;INSPIRALI EDUCAÇÃO S.A.;ATIVO
19.378.769/0001-76;INSTITUTO HERMES PARDINI S/A;CANCELADA
19.378.769/0001-76;INSTITUTO HERMES PARDINI S/A;CANCELADA
82.901.000/0001-27;INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA;ATIVO
12.395.063/0001-73;INTELLECTUAL SERVICES S.A - GESTÃO DE ATIVOS DO CONHECIMENTO;CANCELADA
80.246.812/0001-50;INTERAGRO SA ALIMENTOS;CANCELADA
62.258.884/0001-36;INTERCEMENT BRASIL SA;CANCELADA
62.258.884/0001-36;INTERCEMENT BRASIL SA;ATIVO
12.610.116/0001-21;INTERCOSMETIC HOLDING S/A;CANCELADA
12.394.916/0001-52;INTERMULTIMODAL S.A OPERADORA DE PLATAFORMAS INTERNACIONAIS DE LOGISTICA MULTIMODAL;CANCELADA
17.314.329/0001-20;INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S.A.;ATIVO
08.936.792/0001-12;INTERNATIONAL MEAL COMPANY HOLDINGS, SA;CANCELADA
08.936.792/0001-12;INTERNATIONAL MEAL COMPANY HOLDINGS, SA;CANCELADA
05.347.060/0001-07;INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.;ATIVO
42.461.046/0001-58;INVESPAR SA;CANCELADA
00.644.907/0001-93;INVESTCO S/A;ATIVO
46.112.488/0001-40;INVESTEC SA;CANCELADA
02.983.657/0001-41;INVESTHOTEL S.A.;CANCELADA
01.548.981/0001-79;INVESTIMENTOS BEMGE S.A.;ATIVO
03.758.318/0001-24;INVESTIMENTOS E PARTICIP EM INFRA SA INVEPAR;ATIVO
03.758.318/0001-24;INVESTIMENTOS E PARTICIP EM INFRA SA INVEPAR;ATIVO
02.869.385/0001-53;INVESTMOBILE SA;CANCELADA
02.812.190/0001-77;INVESTVALE SERVIÇOS S.A.;CANCELADA
00.021.096/0001-74;INVISTA NYLON SUL AMERICANA S/A;CANCELADA
10.242.478/0001-81;INVITEL LEGACY SA;CANCELADA
02.465.782/0001-60;INVITEL SA;CANCELADA
61.156.113/0001-75;IOCHPE MAXION SA;ATIVO
61.156.113/0001-75;IOCHPE MAXION SA;ATIVO
61.156.113/0001-75;IOCHPE MAXION SA;ATIVO
06.263.438/0001-49;IOSA INDÚSTRIA DE ÓLEO E SABÃO S/A;CANCELADA
88.939.236/0001-39;IPIRANGA PETROQUIMICA SA;CANCELADA
11.029.196/0001-63;IPLAC DO BR SA PLASTICOS INDL;CANCELADA
92.387.018/0001-06;IRANI AGROFLORESTAL SA;CANCELADA
92.791.243/0001-03;IRANI PAPEL E EMBALAGEM S.A.;ATIVO
33.376.989/0001-91;IRB - BRASIL RESSEGUROS S.A.;ATIVO
33.376.989/0001-91;IRB - BRASIL RESSEGUROS S.A.;ATIVO
01.545.832/0001-56;IRIRI PARTICIPACOES SA;CANCELADA
52.769.783/0001-76;IRMAOS DAVOLI SA IMP E COM;CANCELADA
09.295.979/0001-47;IRONX MINERAÇÃO S/A;CANCELADA
15.121.064/0001-18;IRPESA SA IND METALURGICA;CANCELADA
08.075.006/0001-30;ISA CAPITAL DO BRASIL SA;CANCELADA
13.407.617/0001-78;ISOLUX INFRASTRUCTURE SA;CANCELADA
01.355.994/0001-21;ITA ENERGETICA S/A;CANCELADA
00.987.716/0001-24;ITABAPOANA PARTICIPACOES SA;CANCELADA
27.184.951/0001-14;ITAGUASSU AGRO INDUSTRIAL S/A;CANCELADA
01.258.943/0001-81;ITAITINGA PARTICIPACOES SA;CANCELADA
77.558.948/0001-91;ITAMARATY FILTROS DE PAPEL SA;CANCELADA
13.575.295/0001-76;ITAPARICA SA EMPREEND TURIST;CANCELADA
02.397.080/0001-96;ITAPEBI GERAÇÃO DE ENERGIA S/A;ATIVO
86.442.951/0001-36;ITAPIRUBA HOTEIS E TURISMO SA;CANCELADA
08.219.477/0001-74;ITAQUI GERAÇÃO DE ENERGIA S.A.;CANCELADA
02.180.133/0001-12;ITAÚ RENT ADM. E PARTICIPAÇÕES S.A.;CANCELADA
60.872.504/0001-23;ITAÚ UNIBANCO HOLDING S.A.;CANCELADA
60.872.504/0001-23;ITAÚ UNIBANCO HOLDING S.A.;ATIVO
60.701.190/0001-04;ITAU UNIBANCO S.A.;CANCELADA
43.443.464/0001-85;ITAUBANK LEASING SA ARREND MERCANTIL (SUCEDIDA POR ITAU UNIBANCO SA E DIBENS LEASING SA ARR. MERCANT;CANCELADA
61.532.644/0001-15;ITAUSA S.A.;ATIVO
61.532.644/0001-15;ITAUSA S.A.;ATIVO
07.256.507/0001-50;ITAUSEG PARTICIPAÇÕES SA;CANCELADA
51.764.058/0001-42;ITAUTEC INFORMÁTICA S.A. - GRUPO ITAUTEC;CANCELADA
54.526.082/0001-31;ITAUTEC S.A. - GRUPO ITAUTEC;CANCELADA
01.545.830/0001-67;ITINGA PARTICIPACOES SA;CANCELADA
00.185.041/0001-08;ITIQUIRA ENERGÉTICA S/A;CANCELADA
97.395.172/0001-43;IVEN SA;CANCELADA
92.754.191/0001-03;J H SANTOS SA COM E INDUSTRIA;CANCELADA
14.998.371/0001-19;J. MACEDO S/A;ATIVO
07.219.769/0001-44;JAIME PINHEIRO PARTIC. S/A;CANCELADA
02.635.522/0001-95;JALLES MACHADO S.A.;ATIVO
33.438.250/0001-67;JAMYR VASCONCELLOS SA;CANCELADA
84.432.426/0001-04;JARAGUA FABRIL SA;CANCELADA
60.395.126/0001-34;JARAGUA SA IND MECANICAS;CANCELADA
04.815.734/0001-80;JARI CELULOSE SA;CANCELADA
61.156.741/0001-50;JAU SA CONST E INCORPORADORA;CANCELADA
02.916.265/0001-60;JBS SA;ATIVO
07.859.510/0001-68;JHSF MALLS S.A.;CANCELADA
08.294.224/0001-65;JHSF PARTICIPAÇÕES SA;ATIVO
03.616.270/0001-10;JIQUIRIÇA PARTICIPAÇÕES SA;CANCELADA
33.035.536/0001-00;JOAO FORTES ENGENHARIA SA - EM RECUPERAÇÃO JUDICIAL;ATIVO
33.330.564/0001-41;JORNAL DO BRASIL SA;CANCELADA
87.456.562/0001-22;JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP;ATIVO
15.463.423/0001-15;JP PARTICIPAÇÕES S.A.;CANCELADA
53.790.218/0001-53;JPSP INVESTIMENTOS E PARTICIPAÇÕES S.A.;CANCELADA
52.548.435/0001-79;JSL S.A.;ATIVO
52.548.435/0001-79;JSL S.A.;ATIVO
00.627.379/0001-64;JUNGFRAU PARTICIPACOES SA;CANCELADA
09.414.761/0001-64;K-INFRA RODOVIA DO AÇO S.A.;ATIVO
88.610.779/0001-08;KALIL SEHBE SA IND VESTUARIO;CANCELADA
09.146.451/0001-06;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.;ATIVO
43.283.811/0001-50;KALUNGA S.A.;ATIVO
09.347.916/0001-97;KAROON PETROLEO & GAS SA;CANCELADA
82.640.558/0001-04;KARSTEN SA;ATIVO
14.164.438/0001-10;KAUFMANN CACAU INDL E COML SA;CANCELADA
29.339.827/0001-06;KAURI SIGMA SA;CANCELADA
91.983.056/0001-69;KEPLER WEBER SA;ATIVO
57.003.881/0001-11;KIBON SA INDS ALIMENTICIAS;CANCELADA
15.661.374/0001-25;KIEPPE INVESTIMENTOS SA;CANCELADA
89.637.490/0001-45;KLABIN S.A.;ATIVO
00.187.032/0001-48;KLABIN SEGALL S/A;CANCELADA
13.270.520/0001-66;KORA SAÚDE PARTICIPAÇÕES S.A.;ATIVO
00.354.053/0001-00;KOSMOS COMÉRCIO DE VESTUÁRIO S/A - EM RECUPERAÇÃO JUDICIAL;CANCELADA
60.680.873/0001-14;KSB BOMBAS HIDRAULICAS SA;CANCELADA
82.640.723/0001-10;KUALA SA;CANCELADA
61.489.514/0001-47;LABO ELETRONICA SA;CANCELADA
17.159.229/0001-76;LABORATÓRIO TEUTO BRASILEIRO S.A.;ATIVO
77.964.963/0001-30;LABRA IND BRAS DE LAPIS SA;CANCELADA
02.037.966/0001-29;LAEROB PARTICIPACOES SA;CANCELADA
61.080.198/0001-55;LAFER SA INDUSTRIA E COMERCIO;CANCELADA
09.017.691/0001-00;LAHOTELS S.A.;CANCELADA
57.483.190/0001-62;LAMINACAO NACIONAL METAIS SA;CANCELADA
57.483.190/0001-62;LAMINACAO NACIONAL METAIS SA;CANCELADA
58.900.754/0001-88;LANDIS GYR INEPAR;CANCELADA
91.664.706/0001-03;LANIFICIO SEHBE SA IND E EXP;CANCELADA
06.041.065/0001-61;LAPSA LATICINIOS PERIZES SA;CANCELADA
44.076.123/0001-81;LARAMO SA;CANCELADA
60.631.090/0001-40;LARK SA MAQ E EQUIPAMENTOS(Massa Falida Administrada Judicialmente p/Soc.Advogados Mandel Advocacia);CANCELADA
02.628.033/0001-06;LATINTECH CAPITAL S/A;CANCELADA
26.462.693/0001-28;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A;ATIVO
21.414.457/0001-12;LEADS CIA. SECURITIZADORA;ATIVO
03.120.821/0001-50;LEASING BMC SA ARREND MERC;CANCELADA
87.876.033/0001-88;LEE SA IND DE CONFECCOES;CANCELADA
00.873.894/0001-24;LET'S RENT A CAR S.A.;ATIVO
02.390.206/0001-09;LF TEL SA;CANCELADA
01.468.594/0001-22;LG INFORMÁTICA S.A.;CANCELADA
26.173.550/0001-04;LGT HUB PARTICIPAÇÕES S/A;CANCELADA
33.813.452/0001-41;LIBRA TERMINAIS SA;CANCELADA
02.373.383/0001-79;LIBRA TERMINAL 35 SA;CANCELADA
02.373.517/0001-51;LIBRA TERMINAL RIO S.A. - EM RECUPERAÇÃO JUDICIAL;CANCELADA
02.373.517/0001-51;LIBRA TERMINAL RIO S.A. - EM RECUPERAÇÃO JUDICIAL;CANCELADA
04.169.411/0001-66;LIDER AVIAÇÃO HOLDING S/A;CANCELADA
17.162.579/0001-91;LIDER TAXI AEREO SA;CANCELADA
02.357.251/0001-53;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A.;ATIVO
02.217.325/0001-56;LIGA FUTEBOL SA;CANCELADA
17.221.771/0001-01;LIGAS DE ALUMINIO SA LIASA;CANCELADA
04.368.865/0001-66;LIGGA TELECOMUNICAÇÕES S.A.;ATIVO
01.917.818/0001-36;LIGHT ENERGIA S.A.;ATIVO
03.378.521/0001-75;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;ATIVO
60.444.437/0001-46;LIGHT SERVIÇOS DE ELETRICIDADE SA;ATIVO
60.444.437/0001-46;LIGHT SERVIÇOS DE ELETRICIDADE SA;ATIVO
48.071.716/0001-06;LIMASA SA;CANCELADA
00.974.211/0001-25;LINHA AMARELA S.A.- LAMSA;CANCELADA
00.974.211/0001-25;LINHA AMARELA S.A.- LAMSA;ATIVO
10.234.027/0001-00;LINHAS DE MACAPÁ TRANSMISSORA DE ENERGIA S.A.;ATIVO
10.240.186/0001-00;LINHAS DE XINGU TRANSMISSORA DE ENERGIA S.A.;ATIVO
06.948.969/0001-75;LINX S.A.;CANCELADA
61.064.689/0001-02;LION SA;CANCELADA
53.026.472/0001-80;LISTEL LISTAS TELEFONICAS SA;CANCELADA
00.743.065/0001-27;LITEL PARTICIPACOES SA;ATIVO
05.495.546/0001-84;LITELA PARTICIPAÇÕES S.A. - EM LIQUIDAÇÃO;ATIVO
05.917.486/0001-40;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;ATIVO
92.724.053/0001-73;LIVRARIA DO GLOBO SA;CANCELADA
33.038.696/0001-02;LIVRARIA JOSE OLYMPIO EDITORA;CANCELADA
00.389.481/0001-79;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;ATIVO
02.286.479/0001-08;LOCALIZA  FLEET S.A.;ATIVO
16.670.085/0001-55;LOCALIZA RENT A CAR SA;ATIVO
16.670.085/0001-55;LOCALIZA RENT A CAR SA;ATIVO
04.437.534/0001-30;LOCAMÉRICA RENT-A-CAR S.A.;CANCELADA
02.351.877/0001-52;LOCAWEB SERVIÇOS DE INTERNET S.A.;CANCELADA
02.351.877/0001-52;LOCAWEB SERVIÇOS DE INTERNET S.A.;ATIVO
09.041.168/0001-10;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;ATIVO
42.278.291/0001-24;LOG-IN LOGISTICA INTERMODAL SA;ATIVO
19.851.496/0001-35;LOGOS COMPANHIA SECURITIZADORA S/A;CANCELADA
33.014.556/0001-96;LOJAS AMERICANAS SA;CANCELADA
33.014.556/0001-96;LOJAS AMERICANAS SA;CANCELADA
33.005.703/0001-61;LOJAS BRASILEIRAS SA LOBRAS;CANCELADA
82.640.632/0001-84;LOJAS HERING SA;CANCELADA
96.418.264/0218-02;LOJAS QUERO QUERO S.A.;ATIVO
96.418.264/0218-02;LOJAS QUERO QUERO S.A.;ATIVO
92.754.738/0001-62;LOJAS RENNER SA;ATIVO
92.754.738/0001-62;LOJAS RENNER SA;ATIVO
60.889.854/0001-00;LONAFLEX SA;CANCELADA
02.338.534/0001-58;LONGDIS SA;ATIVO
33.107.533/0001-26;LORENTZEN EMPREENDIMENTOS SA;CANCELADA
12.394.972/0001-97;LOUCOS POR FUTEBOL S.A.;CANCELADA
23.643.315/0001-52;LPC INDUSTRIAS ALIMENTICIAS SA;CANCELADA
08.078.847/0001-09;LPS BRASIL CONSULTORIA DE IMOVEIS S/A;ATIVO
84.684.554/0001-45;LUMIERE SA;CANCELADA
89.463.822/0001-12;LUPATECH S/A - EM RECUPERAÇÃO JUDICIAL;ATIVO
43.948.405/0001-69;LUPO S.A.;ATIVO
44.813.863/0001-53;M DEDINI SA METALURGICA;CANCELADA
00.988.131/0001-29;M HOLDINGS SA;CANCELADA
17.155.151/0001-11;M ROSCOE SA ENG IND E COMERCIO;CANCELADA
56.806.656/0001-50;M&G POLIÉSTER SA;CANCELADA
07.206.816/0001-15;M. DIAS BRANCO SA IND E COM DE ALIMENTOS;ATIVO
03.076.274/0001-52;MACHADINHO ENERGÉTICA SA;CANCELADA
92.696.418/0001-01;MADEF SA INDUSTRIA E COMERCIO;CANCELADA
10.927.820/0001-87;MADEIRA SINTETICA SA;CANCELADA
88.610.159/0001-79;MADEPART SA ADMINISTRAÇÃO E PARTICIPAÇÕES;CANCELADA
13.783.221/0004-78;MADERO INDÚSTRIA E COMÉRCIO S.A.;ATIVO
88.610.290/0001-36;MADEZATTI SA;CANCELADA
08.795.211/0001-70;MAESTRO LOCADORA DE VEÍCULOS S.A.;ATIVO
08.795.211/0001-70;MAESTRO LOCADORA DE VEÍCULOS S.A.;ATIVO
82.640.699/0001-19;MAFISA MALHARIA BLUMENAU SA;CANCELADA
47.960.950/0001-21;MAGAZINE LUIZA SA;ATIVO
00.592.603/0001-20;MAGNESITA MINERAÇÃO S.A.;CANCELADA
08.684.547/0001-65;MAGNESITA REFRATARIOS S.A.;CANCELADA
19.791.268/0001-17;MAGNESITA SA;CANCELADA
03.002.935/0001-03;MAHLE COFAP ANEIS SA;CANCELADA
60.476.884/0001-87;MAHLE METAL LEVE S.A.;ATIVO
70.036.132/0001-59;MAISA PARTICIPACOES SA;CANCELADA
00.889.852/0001-81;MAISON ECO SA;CANCELADA
02.176.632/0001-36;MAISON ROYALE SA;CANCELADA
87.191.847/0001-89;MAISONNAVE CIA DE PART;CANCELADA
92.893.999/0001-63;MAISONNAVE DTVM SA;CANCELADA
87.155.461/0001-11;MAISONNAVE LEASING SA AM;CANCELADA
92.753.805/0001-24;MAISONNAVE SA CFI;CANCELADA
47.427.653/0001-15;MAKRO ATACADISTA SA;CANCELADA
60.400.009/0001-11;MANASA MADEIREIRA NACIONAL SA;CANCELADA
09.584.854/0001-37;MANAUS TRANSMISSORA DE ENERGIA S.A;ATIVO
61.065.298/0001-02;MANGELS INDUSTRIAL S.A.;ATIVO
61.293.643/0001-65;MANUF ART BORRACHA NOGAM SA;CANCELADA
61.082.004/0001-50;MANUFATURA DE  BRINQUEDOS ESTRELA SA;ATIVO
02.535.295/0001-26;MAORI SA;CANCELADA
00.925.788/0001-47;MAPPIN TRUST RECEBIVEIS SA;CANCELADA
60.894.482/0001-00;MAQUINAS PIRATININGA SA;CANCELADA
51.468.056/0001-06;MARAMBAIA ENERGIA RENOVÁVEL SA;CANCELADA
88.611.835/0001-29;MARCOPOLO SA;ATIVO
27.044.213/0001-71;MARCOVAN SA;CANCELADA
03.853.896/0001-40;MARFRIG GLOBAL FOODS SA;ATIVO
07.334.600/0001-35;MARINA DE IRACEMA PARK SA;ATIVO
01.603.908/0001-52;MARINGA PARK SA;CANCELADA
61.189.288/0001-89;MARISA LOJAS SA;ATIVO
08.262.343/0001-36;MARISA SA;CANCELADA
84.429.752/0001-62;MARISOL SA;CANCELADA
03.301.811/0001-10;MARLIM PARTICIPAÇÕES SA;CANCELADA
00.090.057/0001-29;MARSIAJ OLIVEIRA SA;CANCELADA
56.021.785/0001-33;MARTREX SA;CANCELADA
11.395.624/0001-71;MASSA FALIDA DA BRASIL PHARMA SA;ATIVO
82.639.543/0001-18;MASSA FALIDA DA CIA LORENZ;CANCELADA
00.410.345/0001-13;MASSA FALIDA DA CREFISUL LEASING SA ARREND MERCL;CANCELADA
01.556.141/0001-58;MASSA FALIDA DA ENCOL SA ENG COM E INDUSTRIA;CANCELADA
01.556.141/0001-58;MASSA FALIDA DA ENCOL SA ENG COM E INDUSTRIA;CANCELADA
82.981.671/0001-45;MASSA FALIDA DA FÁBRICA DE TECIDOS CARLOS RENAUX S.A.;CANCELADA
33.010.760/0001-39;MASSA FALIDA DA MULLER IND E COMERCIO;CANCELADA
59.386.987/0001-77;MASSA FALIDA DA PROCID PARTICIPAÇÕES E NEGÓCIOS SA;CANCELADA
83.296.889/0001-23;MASSA FALIDA DA SA IND E COMERCIO CHAPECO;ATIVO
62.607.502/0001-32;MASSA FALIDA DA SHARP SA EQUIPS ELETRONICOS;CANCELADA
78.594.876/0001-09;MASSA FALIDA DA TRANSPARANA SA;CANCELADA
11.703.519/0001-52;MASSA FALIDA DE BRASPÉROLA INDÚSTRIA E COMÉRCIO SA;CANCELADA
29.075.363/0001-78;MASSA FALIDA DE CIA. BRASILEIRA DE ANTIBIÓTICOS - CIBRAN;CANCELADA
33.470.022/0001-74;MASSA FALIDA DE COMPANHIA TEXTIL FERREIRA GUIMARAES;CANCELADA
02.490.462/0001-60;MASSA FALIDA DE FAZENDAS REUNIDAS BOI GORDO;CANCELADA
45.240.538/0001-01;MASSA FALIDA DE OLMA SA OLEOS VEGETAIS;CANCELADA
86.550.951/0001-50;MASSA FALIDA DE POMIFRUTAS S/A;ATIVO
33.017.039/0001-70;MASSA FALIDA DE SAM INDUSTRIAS SA;CANCELADA
62.136.254/0001-99;MASSA FALIDA DO BANCO CRUZEIRO DO SUL S/A;CANCELADA
07.645.294/0001-58;MASTER IND PLAST CEARENSE SA;CANCELADA
07.645.260/0001-63;MASTER SA TEC PLASTICOS;CANCELADA
56.795.362/0001-70;MATEL TECN DE TELEINF SA;CANCELADA
08.904.090/0001-57;MATONE SECURITIZADORA S/A;CANCELADA
02.736.473/0001-87;MAVERICK SA;CANCELADA
07.385.191/0001-04;MÁXIMA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S/A;CANCELADA
57.912.412/0001-15;MAYUTA SA;CANCELADA
04.123.616/0001-00;MB ENGENHARIA SA;CANCELADA
15.688.041/0001-90;MBK SECURITIZADORA S/A;ATIVO
03.751.496/0001-23;MC TRUST SA;CANCELADA
65.614.901/0001-19;MC&A SISTEMAS PESSOAIS SA;CANCELADA
11.858.621/0001-27;MCM CIMENTOS S.A.;CANCELADA
97.422.638/0001-52;MCOM SA TELECOMUNICACOES;CANCELADA
01.102.291/0001-91;MCOM WIRELESS SA;CANCELADA
60.835.410/0001-84;MECANICA PESADA SA;CANCELADA
43.358.647/0001-00;MEDIAL SAUDE S/A;CANCELADA
03.587.746/0001-31;MEGAPART PARTICIPAÇÕES SA;CANCELADA
15.217.433/0001-70;MELAMINA ULTRA S.A. INDÚSTRIA  QUÍMICA;CANCELADA
14.110.585/0001-07;MELIUZ S.A.;ATIVO
12.181.987/0001-77;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;ATIVO
00.020.540/0001-37;MELPAPER SA;CANCELADA
02.607.723/0001-89;MEM CELULAR PARTICIPAÇÕES SA;CANCELADA
17.162.082/0001-73;MENDES JUNIOR ENGENHARIA SA;ATIVO
92.012.780/0001-08;MENEGAZ S.A. INDUSTRIA E COM.;CANCELADA
12.499.629/0001-07;MENFIS PARTICIPAÇÕES S/A;CANCELADA
26.386.169/0001-15;MERCANTIL DO BRASIL LEASING SA;CANCELADA
61.079.976/0001-96;MERIDIONAL S.A.;CANCELADA
33.087.156/0001-00;MESBLA SA;CANCELADA
39.527.759/0001-62;MESBLA TRUST REC CARTAO CRD SA;CANCELADA
60.395.209/0001-23;METAL LEVE ELETR E AUTOM SA;CANCELADA
61.284.006/0001-22;METALAC SA IND E COMERCIO;CANCELADA
33.034.323/0001-55;METALFLEX SA IND E COMERCIO;CANCELADA
04.821.041/0001-08;METALFRIO SOLUTIONS S/A;ATIVO
80.227.184/0001-66;METALGRAFICA IGUACU SA;CANCELADA
33.034.828/0001-10;METALGRAFICA RIO INDL SA;CANCELADA
33.535.246/0001-17;METALON INDUSTRIAS REUNIDAS SA;CANCELADA
02.312.699/0001-50;METALTRUST S/A (5212 PARTICIPAÇÕES S/A);CANCELADA
84.683.762/0001-20;METALURGICA DUQUE SA - EM RECUPERAÇÃO JUDICIAL;CANCELADA
92.690.783/0001-09;METALURGICA GERDAU SA;ATIVO
92.690.783/0001-09;METALURGICA GERDAU SA;ATIVO
89.772.065/0001-69;METALURGICA HASSMANN SA;CANCELADA
84.430.768/0001-95;METALURGICA JOAO WIEST SA;CANCELADA
61.074.837/0001-70;METALURGICA MATARAZZO SA;CANCELADA
52.502.945/0001-05;METALURGICA MOCOCA SA;CANCELADA
85.778.074/0001-06;METALURGICA RIOSULENSE SA;ATIVO
16.234.171/0001-15;METANOR SA METANOL DO NE;ATIVO
86.375.425/0001-09;METISA METALÚRGICA  TIMBOENSE SA;ATIVO
43.710.946/0001-54;METODO ENGENHARIA SA;CANCELADA
43.710.946/0001-54;METODO ENGENHARIA SA;CANCELADA
01.709.614/0001-00;METRO EXTENSAO NORTE TRUST SA;CANCELADA
19.296.342/0001-29;MGI - MINAS GERAIS PARTICIPAÇÕES S.A.;CANCELADA
33.183.526/0001-03;MICROLAB SA;CANCELADA
45.169.406/0001-30;MICROTEC SIST IND E COM SA;CANCELADA
27.093.558/0001-15;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;ATIVO
27.093.558/0001-15;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;ATIVO
17.496.431/0001-93;MINAS INV SA EMPR ADM ADMINAS;CANCELADA
16.518.649/0001-39;MINASFER S/A;CANCELADA
17.161.241/0001-15;MINASMAQUINAS SA;ATIVO
62.436.092/0001-04;MINERACAO ARIPUANA SA;CANCELADA
82.989.369/0001-33;MINERAÇÃO E CIMENTO VALE ITAJAI SA;CANCELADA
67.620.377/0001-14;MINERVA S/A;ATIVO
90.076.886/0001-40;MINUPAR PARTICIPACOES SA;ATIVO
37.592.100/0001-64;MISSISSIPI SECURITIZADORA S/A;CANCELADA
07.882.930/0001-65;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;ATIVO
13.444.994/0001-87;MLOG S.A.;ATIVO
02.762.115/0001-49;MMX MINERACAO E METALICOS SA FALIDA;SUSPENSO(A) - DECISÃO ADM
12.592.831/0001-89;MNLT S.A.;ATIVO
22.670.178/0001-82;MNM METALURGICA NORTE MINAS SA;CANCELADA
31.553.627/0001-01;MOBLY S.A.;ATIVO
42.517.177/0001-00;MODDATA SA ENG. DE TEL. E INF.;CANCELADA
09.140.181/0001-26;MOENA PARTICIPAÇÕES S/A;CANCELADA
61.204.251/0001-82;MOINHO DA LAPA SA;CANCELADA
10.781.276/0001-08;MOINHO RECIFE SA EMPR E PART;CANCELADA
87.551.552/0001-76;MÔNACO - ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;CANCELADA
37.702.340/0001-74;MONTE RODOVIAS S.A.;ATIVO
33.102.476/0001-92;MONTEIRO ARANHA SA;ATIVO
33.102.476/0001-92;MONTEIRO ARANHA SA;ATIVO
09.191.251/0001-75;MONTICIANO PARTICIPAÇÕES S/A;CANCELADA
60.501.780/0001-85;MONTREAL EMPR COM E IND SA;CANCELADA
09.083.175/0001-84;MOSAICO TECNOLOGIA AO CONSUMIDOR S.A.;CANCELADA
16.236.440/0001-82;MOTO PECAS TRANSMISSOES SA;CANCELADA
61.106.068/0001-44;MOTORADIO SA COML E INDUSTRIAL;CANCELADA
46.414.082/0001-11;MOTORES BUFALO SA;CANCELADA
33.063.611/0001-38;MOTORISTA UNIAO COML IMPORT SA;CANCELADA
33.069.691/0001-39;MOTORTEC INDUSTRIA AERONÁUTICA S.A.;CANCELADA
41.335.131/0001-07;MOTTU I S.A;ATIVO
12.049.631/0001-84;MOURA DUBEUX ENGENHARIA S/A;ATIVO
12.049.631/0001-84;MOURA DUBEUX ENGENHARIA S/A;ATIVO
07.196.983/0001-22;MOVEIS DE ACO ANGELO FG SA;CANCELADA
07.976.147/0001-60;MOVIDA LOCAÇÃO DE VEÍCULOS S.A;ATIVO
21.314.559/0001-66;MOVIDA PARTICIPAÇÕES S.A.;ATIVO
21.314.559/0001-66;MOVIDA PARTICIPAÇÕES S.A.;ATIVO
26.659.061/0001-59;MPM CORPÓREOS S.A.;ATIVO
01.417.222/0001-77;MRS LOGÍSTICA S/A;ATIVO
